"","MEM1","MEM2","MEM3","MEM4","MEM5","MEM6","MEM7","MEM26","MEM27","MEM28","MEM29","MEM30","MEM31","MEM32","MEM33","MEM34","MEM35","MEM36","MEM37","MEM38","MEM39"
"1",0.0869859007655841,0.204510883294097,0.203821952986209,0.0873549476891232,-0.07369773498726,0.0776995787864004,-0.0216693629705057,-0.0143071631176871,-0.169456558132647,-0.101608357233854,-0.17825669798108,0.00801971398323859,0.141009101377789,0.0863028794479452,-0.130059590637441,0.0624017969895493,0.0557681852729472,-0.0389940750975114,-0.0980503778824932,0.12762369619827,0.162706042097183
"2",0.204297063129879,0.0158655184819243,-0.151353129502954,-0.108618738975002,0.122565107701171,-0.139822993892005,-0.072128460281769,0.00126976205642961,-0.0377106916608698,-0.0576525338599451,0.0381298823391724,-0.0411939602193448,0.0451838024795742,0.0450588029325369,-0.0120914284924086,-0.0110934149560733,-0.0368761610028875,-0.0733920387284517,0.0258899874541412,0.228976888038019,0.0771978250456759
"3",-0.248602020196996,0.116168039450241,-0.244748820696076,-0.0661542064351741,-0.148663045464792,0.0658092118916649,0.0536244655672922,-0.0711505733673936,-0.0702832472025827,0.314170707963214,0.0821302650706201,0.189755378875647,-0.108991201492014,-0.279819422411831,0.190973257578734,-0.225491784622696,0.162442351454191,-0.181794330325488,0.205000499014522,-0.0766982964069574,0.14809882552987
"4",-0.166523041103325,-0.150015768601874,0.129882169296486,-0.291800051243102,0.128100759973767,0.0618431683135378,-0.180702675000286,0.0194510418315146,0.0547394364468086,-0.251851267102738,0.32629669390086,-0.167351718271071,-0.168605762330482,-0.0138915345896827,-0.0757092597297907,-0.0869406216078902,0.0193931443855018,-0.362542030337831,0.249867547044041,-0.116176343052935,0.0943348450361564
"5",-0.198905256444242,0.121249779722931,-0.223579579552505,0.0935655058969898,-0.208016487069645,-0.289193212944508,0.144363672542918,0.007606003127774,0.0336318612547913,-0.183152366787215,0.130360491483115,-0.211855101792399,0.0423413580975592,0.205958356444161,-0.106757958004728,0.0993080277464534,0.116644260083916,0.26075277277513,0.114736619627808,0.15970193141577,-0.374869880509475
"6",0.158981525671857,-0.151380040256632,-0.18286165355416,0.151480905310609,0.0481361011303175,0.101173934133684,-0.0404784578913168,0.00214605806429075,0.00290376700632213,-0.282042593365658,-0.215159637793027,0.213471487855897,0.0641093959814949,-0.109964566946363,0.242089867255112,-0.101303495942363,0.0524335406984149,0.0203839839820805,-0.114139555554267,-0.137653163363114,-0.105030142728683
"7",0.00704345686317777,-0.274957956655235,0.0622350892368073,0.104266447416123,-0.27777432313251,-0.01787228995498,-0.0749081084072186,-0.089038632908645,0.167555124987337,0.2894709429332,0.0264816512747929,-0.259616962511132,0.151309475292881,0.197142189768463,-0.41841783959782,0.048727069479848,0.096843595023679,-0.209980103781291,0.13359692195012,-0.127198192583549,0.014950556624711
"8",-0.0604290739664216,-0.224604561851873,0.150771976372842,-0.128676184640045,-0.197223754056548,-0.224892818659543,-0.414949740498703,-0.164141662080437,0.265148617927143,0.0373644017311839,-0.0513920574534047,0.252057196589579,-0.0345388773677805,-0.135776223331011,0.214517138612993,0.23869435217069,-0.133077130293542,0.39170951036754,0.0773037647445229,0.0886725591121647,0.14491345453364
"9",-0.136261924284674,0.114818979877864,0.109358650862633,0.247671200148477,0.220314697665948,-0.203315685308855,0.0619976170593206,-0.112287977179592,0.186991621399743,0.00471370700007254,0.170644087137714,0.231107010385295,-0.312458876942201,-0.0464037039074867,0.0334799312825216,-0.0190704378079868,0.246004148235002,-0.105232536868586,0.143323387458664,0.143951267844084,-0.315562355326201
"10",0.182670149701642,0.144021331631752,0.0421989689340798,-0.180284319176925,-0.0861832783342643,-0.0665992994526384,0.138118767133128,0.000492786413166427,0.0262859567706373,0.00503727409854589,0.07423047124307,-0.0381330843524264,-0.0484225420696299,-0.0460497939100019,0.0571653148159211,-0.0176516983154399,0.0126277260882494,0.0899285520828843,-0.0195384449755394,-0.233142511230184,-0.0636306422600752
